Datetime,PJM_Load_MW,hour,day,month,year,dayofweek,quarter,dayofyear,weekofyear,is_weekend,season,is_holiday,demand_lag1,demand_lag2,demand_lag3,demand_rolling_mean_7,demand_rolling_std_7
1998-04-01 07:00:00,25772.0,7,1,4,1998,2,2,91,14,0,2,0,22526.0,20713.0,20421.0,21940.85714285714,1874.7534441068456
1998-04-01 08:00:00,28724.0,8,1,4,1998,2,2,91,14,0,2,0,25772.0,22526.0,20713.0,22864.428571428572,3189.229941388301
1998-04-01 09:00:00,30075.0,9,1,4,1998,2,2,91,14,0,2,0,28724.0,25772.0,22526.0,24126.0,4067.200921190561
1998-04-01 10:00:00,30689.0,10,1,4,1998,2,2,91,14,0,2,0,30075.0,28724.0,25772.0,25560.0,4394.230914885261
1998-04-01 11:00:00,31295.0,11,1,4,1998,2,2,91,14,0,2,0,30689.0,30075.0,28724.0,27113.428571428572,4192.1457058465485
1998-04-01 12:00:00,31539.0,12,1,4,1998,2,2,91,14,0,2,0,31295.0,30689.0,30075.0,28660.0,3349.6648588577805
1998-04-01 13:00:00,31227.0,13,1,4,1998,2,2,91,14,0,2,0,31539.0,31295.0,30689.0,29903.0,2060.3283718863986
1998-04-01 14:00:00,31235.0,14,1,4,1998,2,2,91,14,0,2,0,31227.0,31539.0,31295.0,30683.428571428572,992.9165552625005
1998-04-01 15:00:00,30887.0,15,1,4,1998,2,2,91,14,0,2,0,31235.0,31227.0,31539.0,30992.428571428572,491.42882059801127
1998-04-01 16:00:00,30724.0,16,1,4,1998,2,2,91,14,0,2,0,30887.0,31235.0,31227.0,31085.14285714286,321.2529784928746
1998-04-01 17:00:00,30863.0,17,1,4,1998,2,2,91,14,0,2,0,30724.0,30887.0,31235.0,31110.0,290.7788392118672
1998-04-01 18:00:00,30927.0,18,1,4,1998,2,2,91,14,0,2,0,30863.0,30724.0,30887.0,31057.428571428572,284.9654114350599
1998-04-01 19:00:00,31376.0,19,1,4,1998,2,2,91,14,0,2,0,30927.0,30863.0,30724.0,31034.14285714286,242.56025270135103
1998-04-01 20:00:00,31636.0,20,1,4,1998,2,2,91,14,0,2,0,31376.0,30927.0,30863.0,31092.571428571428,330.19027703384415
1998-04-01 21:00:00,30637.0,21,1,4,1998,2,2,91,14,0,2,0,31636.0,31376.0,30927.0,31007.14285714286,362.93407508418056
1998-04-01 22:00:00,28572.0,22,1,4,1998,2,2,91,14,0,2,0,30637.0,31636.0,31376.0,30676.428571428572,995.0050011839211
1998-04-01 23:00:00,25724.0,23,1,4,1998,2,2,91,14,0,2,0,28572.0,30637.0,31636.0,29962.14285714286,2117.115445488002
1998-04-02 00:00:00,23238.0,0,2,4,1998,3,2,92,14,0,2,0,25724.0,28572.0,30637.0,28872.85714285714,3240.1084564446064
1998-04-02 01:00:00,21291.0,1,2,4,1998,3,2,92,14,0,2,0,23238.0,25724.0,28572.0,27496.285714285714,4143.071111880082
1998-04-02 02:00:00,20302.0,2,2,4,1998,3,2,92,14,0,2,0,21291.0,23238.0,25724.0,25914.285714285714,4512.51455082735
1998-04-02 03:00:00,19802.0,3,2,4,1998,3,2,92,14,0,2,0,20302.0,21291.0,23238.0,24223.714285714286,4218.856982417773
1998-04-02 04:00:00,19675.0,4,2,4,1998,3,2,92,14,0,2,0,19802.0,20302.0,21291.0,22657.714285714286,3395.747375482336
1998-04-02 05:00:00,19941.0,5,2,4,1998,3,2,92,14,0,2,0,19675.0,19802.0,20302.0,21424.714285714286,2271.0621387569195
1998-04-02 06:00:00,21628.0,6,2,4,1998,3,2,92,14,0,2,0,19941.0,19675.0,19802.0,20839.571428571428,1297.8868539723296
1998-04-02 07:00:00,25032.0,7,2,4,1998,3,2,92,14,0,2,0,21628.0,19941.0,19675.0,21095.85714285714,1891.70482445255
1998-04-02 08:00:00,27850.0,8,2,4,1998,3,2,92,14,0,2,0,25032.0,21628.0,19941.0,22032.85714285714,3186.059867012924
1998-04-02 09:00:00,28978.0,9,2,4,1998,3,2,92,14,0,2,0,27850.0,25032.0,21628.0,23272.285714285714,3987.3074755731927
1998-04-02 10:00:00,29536.0,10,2,4,1998,3,2,92,14,0,2,0,28978.0,27850.0,25032.0,24662.85714285714,4263.15878305322
1998-04-02 11:00:00,30140.0,11,2,4,1998,3,2,92,14,0,2,0,29536.0,28978.0,27850.0,26157.85714285714,4052.2079754364186
1998-04-02 12:00:00,30017.0,12,2,4,1998,3,2,92,14,0,2,0,30140.0,29536.0,28978.0,27597.285714285714,3169.183002725148
1998-04-02 13:00:00,30118.0,13,2,4,1998,3,2,92,14,0,2,0,30017.0,30140.0,29536.0,28810.14285714286,1856.8251065166562
1998-04-02 14:00:00,30175.0,14,2,4,1998,3,2,92,14,0,2,0,30118.0,30017.0,30140.0,29544.85714285714,865.7013396801161
1998-04-02 15:00:00,29989.0,15,2,4,1998,3,2,92,14,0,2,0,30175.0,30118.0,30017.0,29850.428571428572,441.1609143851027
1998-04-02 16:00:00,29688.0,16,2,4,1998,3,2,92,14,0,2,0,29989.0,30175.0,30118.0,29951.85714285714,245.28040319321684
1998-04-02 17:00:00,29028.0,17,2,4,1998,3,2,92,14,0,2,0,29688.0,29989.0,30175.0,29879.285714285714,409.20317459104234
1998-04-02 18:00:00,28891.0,18,2,4,1998,3,2,92,14,0,2,0,29028.0,29688.0,29989.0,29700.85714285714,530.8111492712084
1998-04-02 19:00:00,29438.0,19,2,4,1998,3,2,92,14,0,2,0,28891.0,29028.0,29688.0,29618.14285714286,518.3015301835596
1998-04-02 20:00:00,30656.0,20,2,4,1998,3,2,92,14,0,2,0,29438.0,28891.0,29028.0,29695.0,632.1603172193047
1998-04-02 21:00:00,29696.0,21,2,4,1998,3,2,92,14,0,2,0,30656.0,29438.0,28891.0,29626.571428571428,596.459514452654
1998-04-02 22:00:00,28080.0,22,2,4,1998,3,2,92,14,0,2,0,29696.0,30656.0,29438.0,29353.85714285714,803.5858030461208
1998-04-02 23:00:00,25350.0,23,2,4,1998,3,2,92,14,0,2,0,28080.0,29696.0,30656.0,28734.14285714286,1688.4608798717431
1998-04-03 00:00:00,22795.0,0,3,4,1998,4,2,93,14,0,2,0,25350.0,28080.0,29696.0,27843.714285714286,2791.1295631151424
1998-04-03 01:00:00,20905.0,1,3,4,1998,4,2,93,14,0,2,0,22795.0,25350.0,28080.0,26702.85714285714,3756.782507615241
1998-04-03 02:00:00,19974.0,2,3,4,1998,4,2,93,14,0,2,0,20905.0,22795.0,25350.0,25350.85714285714,4275.544270560627
1998-04-03 03:00:00,19215.0,3,3,4,1998,4,2,93,14,0,2,0,19974.0,20905.0,22795.0,23716.428571428572,4092.399005357073
1998-04-03 04:00:00,19488.0,4,3,4,1998,4,2,93,14,0,2,0,19215.0,19974.0,20905.0,22258.14285714286,3359.6758488764513
1998-04-03 05:00:00,19928.0,5,3,4,1998,4,2,93,14,0,2,0,19488.0,19215.0,19974.0,21093.571428571428,2227.3485625396575
1998-04-03 06:00:00,21647.0,6,3,4,1998,4,2,93,14,0,2,0,19928.0,19488.0,19215.0,20564.571428571428,1290.7815277500672
1998-04-03 07:00:00,24848.0,7,3,4,1998,4,2,93,14,0,2,0,21647.0,19928.0,19488.0,20857.85714285714,1947.9705189907245
1998-04-03 08:00:00,27802.0,8,3,4,1998,4,2,93,14,0,2,0,24848.0,21647.0,19928.0,21843.14285714286,3270.8540387576168
1998-04-03 09:00:00,28554.0,9,3,4,1998,4,2,93,14,0,2,0,27802.0,24848.0,21647.0,23068.85714285714,3983.6373006157373
1998-04-03 10:00:00,28747.0,10,3,4,1998,4,2,93,14,0,2,0,28554.0,27802.0,24848.0,24430.571428571428,4074.8298065539957
1998-04-03 11:00:00,28963.0,11,3,4,1998,4,2,93,14,0,2,0,28747.0,28554.0,27802.0,25784.14285714286,3717.3968234312956
1998-04-03 12:00:00,28839.0,12,3,4,1998,4,2,93,14,0,2,0,28963.0,28747.0,28554.0,27057.14285714286,2787.121419946352
1998-04-03 13:00:00,28642.0,13,3,4,1998,4,2,93,14,0,2,0,28839.0,28963.0,28747.0,28056.428571428572,1464.0353885912698
1998-04-03 14:00:00,28443.0,14,3,4,1998,4,2,93,14,0,2,0,28642.0,28839.0,28963.0,28570.0,380.686222498233
1998-04-03 15:00:00,28122.0,15,3,4,1998,4,2,93,14,0,2,0,28443.0,28642.0,28839.0,28615.714285714286,278.6226326566922
1998-04-03 16:00:00,27632.0,16,3,4,1998,4,2,93,14,0,2,0,28122.0,28443.0,28642.0,28484.0,466.9453929529379
1998-04-03 17:00:00,27335.0,17,3,4,1998,4,2,93,14,0,2,0,27632.0,28122.0,28443.0,28282.285714285714,615.6892382486565
1998-04-03 18:00:00,27253.0,18,3,4,1998,4,2,93,14,0,2,0,27335.0,27632.0,28122.0,28038.0,639.3705237705591
1998-04-03 19:00:00,28024.0,19,3,4,1998,4,2,93,14,0,2,0,27253.0,27335.0,27632.0,27921.571428571428,534.8634894820591
1998-04-03 20:00:00,29065.0,20,3,4,1998,4,2,93,14,0,2,0,28024.0,27253.0,27335.0,27982.0,642.8224223427795
1998-04-03 21:00:00,28384.0,21,3,4,1998,4,2,93,14,0,2,0,29065.0,28024.0,27253.0,27973.571428571428,636.1223302538523
1998-04-03 22:00:00,26724.0,22,3,4,1998,4,2,93,14,0,2,0,28384.0,29065.0,28024.0,27773.85714285714,784.0181606254088
1998-04-03 23:00:00,24807.0,23,3,4,1998,4,2,93,14,0,2,0,26724.0,28384.0,29065.0,27370.285714285714,1374.174626734856
1998-04-04 00:00:00,22815.0,0,4,4,1998,5,2,94,14,1,2,0,24807.0,26724.0,28384.0,26724.571428571428,2204.5744001312964
1998-04-04 01:00:00,21063.0,1,4,4,1998,5,2,94,14,1,2,0,22815.0,24807.0,26724.0,25840.285714285714,3040.3211296553127
1998-04-04 02:00:00,20132.0,2,4,4,1998,5,2,94,14,1,2,0,21063.0,22815.0,24807.0,24712.85714285714,3520.8797872393297
1998-04-04 03:00:00,19540.0,3,4,4,1998,5,2,94,14,1,2,0,20132.0,21063.0,22815.0,23352.14285714286,3396.9610648623093
1998-04-04 04:00:00,19364.0,4,4,4,1998,5,2,94,14,1,2,0,19540.0,20132.0,21063.0,22063.571428571428,2834.279735496766
1998-04-04 05:00:00,19383.0,5,4,4,1998,5,2,94,14,1,2,0,19364.0,19540.0,20132.0,21014.85714285714,2080.3087454006613
1998-04-04 06:00:00,20068.0,6,4,4,1998,5,2,94,14,1,2,0,19383.0,19364.0,19540.0,20337.85714285714,1243.2480884858837
1998-04-04 07:00:00,21049.0,7,4,4,1998,5,2,94,14,1,2,0,20068.0,19383.0,19364.0,20085.571428571428,730.0622934934703
1998-04-04 08:00:00,22948.0,8,4,4,1998,5,2,94,14,1,2,0,21049.0,20068.0,19383.0,20354.85714285714,1286.3691057353915
1998-04-04 09:00:00,25420.0,9,4,4,1998,5,2,94,14,1,2,0,22948.0,21049.0,20068.0,21110.285714285714,2292.733936758014
1998-04-04 10:00:00,26828.0,10,4,4,1998,5,2,94,14,1,2,0,25420.0,22948.0,21049.0,22151.428571428572,3004.9510177451502
1998-04-04 11:00:00,27542.0,11,4,4,1998,5,2,94,14,1,2,0,26828.0,25420.0,22948.0,23319.714285714286,3314.4291974278012
1998-04-04 12:00:00,27369.0,12,4,4,1998,5,2,94,14,1,2,0,27542.0,26828.0,25420.0,24460.571428571428,3101.095390188378
1998-04-04 13:00:00,26691.0,13,4,4,1998,5,2,94,14,1,2,0,27369.0,27542.0,26828.0,25406.714285714286,2487.119465987756
1998-04-04 14:00:00,26544.0,14,4,4,1998,5,2,94,14,1,2,0,26691.0,27369.0,27542.0,26191.714285714286,1586.6500049145095
1998-04-04 15:00:00,26120.0,15,4,4,1998,5,2,94,14,1,2,0,26544.0,26691.0,27369.0,26644.85714285714,724.6655386156522
1998-04-04 16:00:00,25791.0,16,4,4,1998,5,2,94,14,1,2,0,26120.0,26544.0,26691.0,26697.85714285714,627.1595832458534
1998-04-04 17:00:00,26064.0,17,4,4,1998,5,2,94,14,1,2,0,25791.0,26120.0,26544.0,26588.714285714286,666.0114399131661
1998-04-04 18:00:00,26859.0,18,4,4,1998,5,2,94,14,1,2,0,26064.0,25791.0,26120.0,26491.14285714286,541.4620419356417
1998-04-04 19:00:00,27833.0,19,4,4,1998,5,2,94,14,1,2,0,26859.0,26064.0,25791.0,26557.428571428572,678.0213509771822
1998-04-04 20:00:00,28366.0,20,4,4,1998,5,2,94,14,1,2,0,27833.0,26859.0,26064.0,26796.714285714286,967.0025360679638
1998-04-04 21:00:00,27784.0,21,4,4,1998,5,2,94,14,1,2,0,28366.0,27833.0,26859.0,26973.85714285714,1024.8394066993014
1998-04-04 22:00:00,26848.0,22,4,4,1998,5,2,94,14,1,2,0,27784.0,28366.0,27833.0,27077.85714285714,958.5432399517031
1998-04-04 23:00:00,25269.0,23,4,4,1998,5,2,94,14,1,2,0,26848.0,27784.0,28366.0,27003.285714285714,1087.0347609108635
1998-04-05 00:00:00,23352.0,0,5,4,1998,6,2,95,14,1,2,0,25269.0,26848.0,27784.0,26615.85714285714,1755.410249160326
1998-04-05 01:00:00,21501.0,1,5,4,1998,6,2,95,14,1,2,0,23352.0,25269.0,26848.0,25850.428571428572,2597.7640935455006
1998-04-05 02:00:00,20918.0,2,5,4,1998,6,2,95,14,1,2,0,21501.0,23352.0,25269.0,24862.571428571428,3001.5967893296893
1998-04-05 04:00:00,20595.0,4,5,4,1998,6,2,95,14,1,2,0,20918.0,21501.0,23352.0,23752.428571428572,2925.996517265128
1998-04-05 05:00:00,20506.0,5,5,4,1998,6,2,95,14,1,2,0,20595.0,20918.0,21501.0,22712.714285714286,2519.5046943321963
1998-04-05 06:00:00,20720.0,6,5,4,1998,6,2,95,14,1,2,0,20506.0,20595.0,20918.0,21837.285714285714,1807.0749582576807
1998-04-05 07:00:00,21330.0,7,5,4,1998,6,2,95,14,1,2,0,20720.0,20506.0,20595.0,21274.571428571428,988.0337135177784
1998-04-05 08:00:00,22027.0,8,5,4,1998,6,2,95,14,1,2,0,21330.0,20720.0,20506.0,21085.285714285714,556.3121768354138
1998-04-05 09:00:00,23319.0,9,5,4,1998,6,2,95,14,1,2,0,22027.0,21330.0,20720.0,21345.0,1016.644808508251
1998-04-05 10:00:00,24373.0,10,5,4,1998,6,2,95,14,1,2,0,23319.0,22027.0,21330.0,21838.571428571428,1499.031115659173
1998-04-05 11:00:00,24849.0,11,5,4,1998,6,2,95,14,1,2,0,24373.0,23319.0,22027.0,22446.285714285714,1751.8352009902817
1998-04-05 12:00:00,24948.0,12,5,4,1998,6,2,95,14,1,2,0,24849.0,24373.0,23319.0,23080.85714285714,1736.3111691717459
1998-04-05 13:00:00,24760.0,13,5,4,1998,6,2,95,14,1,2,0,24948.0,24849.0,24373.0,23658.0,1472.122956821227
1998-04-05 14:00:00,24332.0,14,5,4,1998,6,2,95,14,1,2,0,24760.0,24948.0,24849.0,24086.85714285714,1060.6710813712286
1998-04-05 15:00:00,23767.0,15,5,4,1998,6,2,95,14,1,2,0,24332.0,24760.0,24948.0,24335.428571428572,602.3456530218785
1998-04-05 16:00:00,23428.0,16,5,4,1998,6,2,95,14,1,2,0,23767.0,24332.0,24760.0,24351.0,572.3524555144332
1998-04-05 17:00:00,23372.0,17,5,4,1998,6,2,95,14,1,2,0,23428.0,23767.0,24332.0,24208.0,680.7273071257944
1998-04-05 18:00:00,23739.0,18,5,4,1998,6,2,95,14,1,2,0,23372.0,23428.0,23767.0,24049.428571428572,634.2191674658081
1998-04-05 19:00:00,23905.0,19,5,4,1998,6,2,95,14,1,2,0,23739.0,23372.0,23428.0,23900.428571428572,495.21472014439456
1998-04-05 20:00:00,25098.0,20,5,4,1998,6,2,95,14,1,2,0,23905.0,23739.0,23372.0,23948.714285714286,598.6678863070155
1998-04-05 21:00:00,27354.0,21,5,4,1998,6,2,95,14,1,2,0,25098.0,23905.0,23739.0,24380.428571428572,1431.4818495930547
1998-04-05 22:00:00,26830.0,22,5,4,1998,6,2,95,14,1,2,0,27354.0,25098.0,23905.0,24818.0,1662.260809861095
1998-04-05 23:00:00,25191.0,23,5,4,1998,6,2,95,14,1,2,0,26830.0,27354.0,25098.0,25069.85714285714,1546.052546387262
1998-04-06 00:00:00,23337.0,0,6,4,1998,0,2,96,15,0,2,0,25191.0,26830.0,27354.0,25064.85714285714,1552.5017905058498
1998-04-06 01:00:00,21760.0,1,6,4,1998,0,2,96,15,0,2,0,23337.0,25191.0,26830.0,24782.14285714286,1960.7083268189601
1998-04-06 02:00:00,20634.0,2,6,4,1998,0,2,96,15,0,2,0,21760.0,23337.0,25191.0,24314.85714285714,2515.7994374599657
1998-04-06 03:00:00,20535.0,3,6,4,1998,0,2,96,15,0,2,0,20634.0,21760.0,23337.0,23663.0,2848.2469462226663
1998-04-06 04:00:00,20589.0,4,6,4,1998,0,2,96,15,0,2,0,20535.0,20634.0,21760.0,22696.571428571428,2515.3916101436444
1998-04-06 05:00:00,21296.0,5,6,4,1998,0,2,96,15,0,2,0,20589.0,20535.0,20634.0,21906.0,1754.2574877518475
1998-04-06 06:00:00,23118.0,6,6,4,1998,0,2,96,15,0,2,0,21296.0,20589.0,20535.0,21609.85714285714,1192.2199781041118
1998-04-06 07:00:00,26955.0,7,6,4,1998,0,2,96,15,0,2,0,23118.0,21296.0,20589.0,22126.714285714286,2318.2562206887296
1998-04-06 08:00:00,29403.0,8,6,4,1998,0,2,96,15,0,2,0,26955.0,23118.0,21296.0,23218.571428571428,3575.6272576590472
1998-04-06 09:00:00,29992.0,9,6,4,1998,0,2,96,15,0,2,0,29403.0,26955.0,23118.0,24555.428571428572,4151.298546123571
1998-04-06 10:00:00,29933.0,10,6,4,1998,0,2,96,15,0,2,0,29992.0,29403.0,26955.0,25898.0,4154.046621468441
1998-04-06 11:00:00,30229.0,11,6,4,1998,0,2,96,15,0,2,0,29933.0,29992.0,29403.0,27275.14285714286,3670.4459959961027
1998-04-06 12:00:00,29899.0,12,6,4,1998,0,2,96,15,0,2,0,30229.0,29933.0,29992.0,28504.14285714286,2626.608486786169
1998-04-06 13:00:00,29417.0,13,6,4,1998,0,2,96,15,0,2,0,29899.0,30229.0,29933.0,29404.0,1121.680732947943
1998-04-06 14:00:00,29139.0,14,6,4,1998,0,2,96,15,0,2,0,29417.0,29899.0,30229.0,29716.0,395.85813957354657
1998-04-06 15:00:00,28726.0,15,6,4,1998,0,2,96,15,0,2,0,29139.0,29417.0,29899.0,29619.285714285714,541.1218945504506
1998-04-06 16:00:00,28261.0,16,6,4,1998,0,2,96,15,0,2,0,28726.0,29139.0,29417.0,29372.0,711.2020341178038
1998-04-06 17:00:00,27991.0,17,6,4,1998,0,2,96,15,0,2,0,28261.0,28726.0,29139.0,29094.571428571428,825.4820525290612
1998-04-06 18:00:00,27827.0,18,6,4,1998,0,2,96,15,0,2,0,27991.0,28261.0,28726.0,28751.428571428572,772.8846091413624
1998-04-06 19:00:00,27485.0,19,6,4,1998,0,2,96,15,0,2,0,27827.0,27991.0,28261.0,28406.571428571428,711.6342359065269
1998-04-06 20:00:00,28115.0,20,6,4,1998,0,2,96,15,0,2,0,27485.0,27827.0,27991.0,28220.571428571428,556.8386532149755
1998-04-06 21:00:00,29916.0,21,6,4,1998,0,2,96,15,0,2,0,28115.0,27485.0,27827.0,28331.571428571428,796.3600226745859
1998-04-06 22:00:00,29022.0,22,6,4,1998,0,2,96,15,0,2,0,29916.0,28115.0,27485.0,28373.85714285714,828.0234353711196
1998-04-06 23:00:00,26733.0,23,6,4,1998,0,2,96,15,0,2,0,29022.0,29916.0,28115.0,28155.571428571428,1037.6151915398443
1998-04-07 00:00:00,24177.0,0,7,4,1998,1,2,97,15,0,2,0,26733.0,29022.0,29916.0,27610.714285714286,1834.1089311784503
1998-04-07 01:00:00,22323.0,1,7,4,1998,1,2,97,15,0,2,0,24177.0,26733.0,29022.0,26824.428571428572,2700.899841234574
1998-04-07 02:00:00,21483.0,2,7,4,1998,1,2,97,15,0,2,0,22323.0,24177.0,26733.0,25967.0,3334.600875667132
1998-04-07 03:00:00,21211.0,3,7,4,1998,1,2,97,15,0,2,0,21483.0,22323.0,24177.0,24980.714285714286,3603.555962022594
1998-04-07 04:00:00,21250.0,4,7,4,1998,1,2,97,15,0,2,0,21211.0,21483.0,22323.0,23742.714285714286,3075.341970918887
1998-04-07 05:00:00,21819.0,5,7,4,1998,1,2,97,15,0,2,0,21250.0,21211.0,21483.0,22713.714285714286,2047.9380454728787
1998-04-07 06:00:00,23751.0,6,7,4,1998,1,2,97,15,0,2,0,21819.0,21250.0,21211.0,22287.714285714286,1212.1106542289276
1998-04-07 07:00:00,27478.0,7,7,4,1998,1,2,97,15,0,2,0,23751.0,21819.0,21250.0,22759.285714285714,2259.361319361869
1998-04-07 08:00:00,29698.0,8,7,4,1998,1,2,97,15,0,2,0,27478.0,23751.0,21819.0,23812.85714285714,3435.442787015549
1998-04-07 09:00:00,29946.0,9,7,4,1998,1,2,97,15,0,2,0,29698.0,27478.0,23751.0,25021.85714285714,3932.1123003873054
1998-04-07 10:00:00,29682.0,10,7,4,1998,1,2,97,15,0,2,0,29946.0,29698.0,27478.0,26232.0,3866.78639182461
1998-04-07 11:00:00,29542.0,11,7,4,1998,1,2,97,15,0,2,0,29682.0,29946.0,29698.0,27416.571428571428,3317.2662367850803
1998-04-07 12:00:00,29393.0,12,7,4,1998,1,2,97,15,0,2,0,29542.0,29682.0,29946.0,28498.571428571428,2251.071141859853
1998-04-07 13:00:00,29202.0,13,7,4,1998,1,2,97,15,0,2,0,29393.0,29542.0,29682.0,29277.285714285714,828.103599453892
1998-04-07 14:00:00,29022.0,14,7,4,1998,1,2,97,15,0,2,0,29202.0,29393.0,29542.0,29497.85714285714,316.6788218217206
1998-04-07 15:00:00,28749.0,15,7,4,1998,1,2,97,15,0,2,0,29022.0,29202.0,29393.0,29362.285714285714,406.9777693705439
1998-04-07 16:00:00,28392.0,16,7,4,1998,1,2,97,15,0,2,0,28749.0,29022.0,29202.0,29140.285714285714,456.3495423048291
1998-04-07 17:00:00,28129.0,17,7,4,1998,1,2,97,15,0,2,0,28392.0,28749.0,29022.0,28918.428571428572,521.8923443082341
1998-04-07 18:00:00,27895.0,18,7,4,1998,1,2,97,15,0,2,0,28129.0,28392.0,28749.0,28683.14285714286,563.5126229202009
1998-04-07 19:00:00,27495.0,19,7,4,1998,1,2,97,15,0,2,0,27895.0,28129.0,28392.0,28412.0,618.9286442447126
1998-04-07 20:00:00,28259.0,20,7,4,1998,1,2,97,15,0,2,0,27495.0,27895.0,28129.0,28277.285714285714,511.6492008806787
1998-04-07 21:00:00,29718.0,21,7,4,1998,1,2,97,15,0,2,0,28259.0,27495.0,27895.0,28376.714285714286,709.7611603644116
1998-04-07 22:00:00,28551.0,22,7,4,1998,1,2,97,15,0,2,0,29718.0,28259.0,27495.0,28348.428571428572,696.2690708681167
1998-04-07 23:00:00,26175.0,23,7,4,1998,1,2,97,15,0,2,0,28551.0,29718.0,28259.0,28031.714285714286,1074.5915059974368
1998-04-08 00:00:00,23482.0,0,8,4,1998,2,2,98,15,0,2,0,26175.0,28551.0,29718.0,27367.85714285714,2022.1264738364944
1998-04-08 01:00:00,21698.0,1,8,4,1998,2,2,98,15,0,2,0,23482.0,26175.0,28551.0,26482.571428571428,2913.109956566618
1998-04-08 02:00:00,20826.0,2,8,4,1998,2,2,98,15,0,2,0,21698.0,23482.0,26175.0,25529.85714285714,3548.130842597328
1998-04-08 03:00:00,20279.0,3,8,4,1998,2,2,98,15,0,2,0,20826.0,21698.0,23482.0,24389.85714285714,3798.2775670283013
1998-04-08 04:00:00,20118.0,4,8,4,1998,2,2,98,15,0,2,0,20279.0,20826.0,21698.0,23018.428571428572,3246.9323397705075
1998-04-08 05:00:00,20503.0,5,8,4,1998,2,2,98,15,0,2,0,20118.0,20279.0,20826.0,21868.714285714286,2225.6291780292613
1998-04-08 06:00:00,22243.0,6,8,4,1998,2,2,98,15,0,2,0,20503.0,20118.0,20279.0,21307.0,1232.063580610447
1998-04-08 07:00:00,26100.0,7,8,4,1998,2,2,98,15,0,2,0,22243.0,20503.0,20118.0,21681.0,2096.4643251595376
1998-04-08 08:00:00,28571.0,8,8,4,1998,2,2,98,15,0,2,0,26100.0,22243.0,20503.0,22662.85714285714,3344.0116341788907
1998-04-08 09:00:00,29019.0,9,8,4,1998,2,2,98,15,0,2,0,28571.0,26100.0,22243.0,23833.285714285714,3969.2919063852173
1998-04-08 10:00:00,29174.0,10,8,4,1998,2,2,98,15,0,2,0,29019.0,28571.0,26100.0,25104.0,4064.458717549806
1998-04-08 11:00:00,29500.0,11,8,4,1998,2,2,98,15,0,2,0,29174.0,29019.0,28571.0,26444.285714285714,3674.438901124248
1998-04-08 12:00:00,29561.0,12,8,4,1998,2,2,98,15,0,2,0,29500.0,29174.0,29019.0,27738.285714285714,2698.857394916442
1998-04-08 13:00:00,29400.0,13,8,4,1998,2,2,98,15,0,2,0,29561.0,29500.0,29174.0,28760.714285714286,1221.2422247156735
1998-04-08 14:00:00,29402.0,14,8,4,1998,2,2,98,15,0,2,0,29400.0,29561.0,29500.0,29232.428571428572,347.09309853053935
1998-04-08 15:00:00,29057.0,15,8,4,1998,2,2,98,15,0,2,0,29402.0,29400.0,29561.0,29301.85714285714,216.94348616722093
1998-04-08 16:00:00,29016.0,16,8,4,1998,2,2,98,15,0,2,0,29057.0,29402.0,29400.0,29301.428571428572,217.59737831033252
1998-04-08 17:00:00,28828.0,17,8,4,1998,2,2,98,15,0,2,0,29016.0,29057.0,29402.0,29252.0,281.33195102330274
1998-04-08 18:00:00,28687.0,18,8,4,1998,2,2,98,15,0,2,0,28828.0,29016.0,29057.0,29135.85714285714,326.1346493761773
1998-04-08 19:00:00,28256.0,19,8,4,1998,2,2,98,15,0,2,0,28687.0,28828.0,29016.0,28949.428571428572,405.8521311769441
1998-04-08 20:00:00,28835.0,20,8,4,1998,2,2,98,15,0,2,0,28256.0,28687.0,28828.0,28868.714285714286,354.2060202224417
1998-04-08 21:00:00,29720.0,21,8,4,1998,2,2,98,15,0,2,0,28835.0,28256.0,28687.0,28914.14285714286,443.2115478982825
1998-04-08 22:00:00,28677.0,22,8,4,1998,2,2,98,15,0,2,0,29720.0,28835.0,28256.0,28859.85714285714,446.06032049906156
1998-04-08 23:00:00,26024.0,23,8,4,1998,2,2,98,15,0,2,0,28677.0,29720.0,28835.0,28432.428571428572,1149.830256623794
1998-04-09 00:00:00,23524.0,0,9,4,1998,3,2,99,15,0,2,0,26024.0,28677.0,29720.0,27674.714285714286,2154.4502558104787
1998-04-09 01:00:00,21604.0,1,9,4,1998,3,2,99,15,0,2,0,23524.0,26024.0,28677.0,26662.85714285714,3068.9792238121167
1998-04-09 02:00:00,20689.0,2,9,4,1998,3,2,99,15,0,2,0,21604.0,23524.0,26024.0,25581.85714285714,3685.1218626874615
1998-04-09 03:00:00,20255.0,3,9,4,1998,3,2,99,15,0,2,0,20689.0,21604.0,23524.0,24356.14285714286,3846.1361316075536
1998-04-09 04:00:00,20029.0,4,9,4,1998,3,2,99,15,0,2,0,20255.0,20689.0,21604.0,22971.714285714286,3298.8200776583576
1998-04-09 05:00:00,20606.0,5,9,4,1998,3,2,99,15,0,2,0,20029.0,20255.0,20689.0,21818.714285714286,2199.7628443604035
1998-04-09 06:00:00,22181.0,6,9,4,1998,3,2,99,15,0,2,0,20606.0,20029.0,20255.0,21269.714285714286,1249.7169965350472
1998-04-09 07:00:00,25422.0,7,9,4,1998,3,2,99,15,0,2,0,22181.0,20606.0,20029.0,21540.85714285714,1871.5322981068612
1998-04-09 08:00:00,28078.0,8,9,4,1998,3,2,99,15,0,2,0,25422.0,22181.0,20606.0,22465.714285714286,3102.647348866541
